PartitionKey,RowKey,Timestamp,Code,Code@type,CountryCode,CountryCode@type,CountryName,CountryName@type,CountryNumericCode,CountryNumericCode@type,ExportLocation,ExportLocation@type,Function,Function@type,ImportLocation,ImportLocation@type,IsAirport,IsAirport@type,IsPort,IsPort@type,IsServiceProvider,IsServiceProvider@type,LocationCoordinates,LocationCoordinates@type,Name,Name@type,NeutralLocation,NeutralLocation@type,Subdivision,Subdivision@type,PortCoordinates,PortCoordinates@type,City,City@type,ServiceProviderType,ServiceProviderType@type,Website,Website@type,AirportCoordinates,AirportCoordinates@type
004,AFDHD2,2022-04-25T14:53:04.5167114Z,AFDHD2,String,AF,String,Afghanistan,String,004,String,urn:ibm:ift:location:unlocode:ext:loc:afdhd.export,String,_16,String,urn:ibm:ift:location:unlocode:ext:loc:afdhd.import,String,false,Boolean,true,Boolean,false,Boolean,"36.65, 66.98333",String,Dehdadi,String,urn:ibm:ift:location:unlocode:loc:afdhd,String,BAL,String,,,xxx,String,,,,,,
